module_code,module_title,department,classification,m4_lead_name,m4_lead_score,m5_lead_name,m5_lead_score,lead_status,rank_shift,tradeoff_delta,policy_summary
N/A,Work and Energy,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Ali Badiei,0.3453,Professor Valentina Stojceska,0.2898,DISPLACED_BY_QUOTA,2,0.0555,"Assigned Professor Valentina Stojceska (Rank #3, Relevance: 0.2898) under Institutional Workload Policy."
N/A,Life Writing II: Journeying the Self through Psychology and Expressive Arts,Department of Arts and Humanities,taught_academic,Dr Thaleia Deniozou,0.3346,Dr Thaleia Deniozou,0.3346,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Thaleia Deniozou assigned as Rank #1 subject expert (Relevance score: 0.3346).
FM5609,"Key Issues in Media, Culture and Public Relations","Department of Social Sciences, Media and Communications",taught_academic,Dr Billur Ozgul,0.5142,Dr Billur Ozgul,0.5142,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Billur Ozgul assigned as Rank #1 subject expert (Relevance score: 0.5142).
EE5632,Power Electronics and Drives,Department of Electronic and Computer Engineering,taught_academic,Dr Ioana Pisica,0.2634,Dr Ahmed F. Zobaa,0.2378,DISPLACED_BY_QUOTA,1,0.0256,"Assigned Dr Ahmed F. Zobaa (Rank #2, Relevance: 0.2378) under Institutional Workload Policy."
MA3620,Ordinary and Partial Differential Equations,Department of Mathematics,taught_academic,Professor Simon Shaw,0.2706,Dr Matthias Maischak,0.2432,DISPLACED_BY_QUOTA,2,0.0274,"Assigned Dr Matthias Maischak (Rank #3, Relevance: 0.2432) under Institutional Workload Policy."
BE1614,Engineering Mechanics and Materials (Mechanical and Aerospace),Department of Mechanical and Aerospace Engineering,taught_academic,Dr Mayo Adetoro,0.3424,Dr Mayo Adetoro,0.3424,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mayo Adetoro assigned as Rank #1 subject expert (Relevance score: 0.3424).
MA3624,Stochastic Models,Department of Mathematics,taught_academic,Dr Jiawei Lim,0.304,Dr Kasun Fernando Akurugodage,0.2219,DISPLACED_BY_QUOTA,3,0.0821,"Assigned Dr Kasun Fernando Akurugodage (Rank #4, Relevance: 0.2219) under Institutional Workload Policy."
MB5608,Leadership and Professional Development,Brunel Business School,taught_academic,Professor Fiona Denney,0.3056,Professor Fiona Denney,0.3056,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Fiona Denney assigned as Rank #1 subject expert (Relevance score: 0.3056).
CO3620,Media Production as Activism,"Department of Social Sciences, Media and Communications",taught_academic,Dr Billur Ozgul,0.4596,Dr Billur Ozgul,0.4596,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Billur Ozgul assigned as Rank #1 subject expert (Relevance score: 0.4596).
N/A,Inclusive Design,Brunel Design School,taught_academic,Dr Arthi Manohar,0.5021,Professor Vanja Garaj,0.3895,DISPLACED_BY_QUOTA,2,0.1126,"Assigned Professor Vanja Garaj (Rank #3, Relevance: 0.3895) under Institutional Workload Policy."
PY56A,PY56**a - Introduction to Applied Clinical Psychology: Models of Psychopathology and Core Treatment Skills,Department of Health Sciences,taught_academic,Ms Tai Frater,0.4984,Dr Andrew Siu,0.3998,DISPLACED_BY_QUOTA,3,0.0986,"Assigned Dr Andrew Siu (Rank #4, Relevance: 0.3998) under Institutional Workload Policy."
EE5604,Digital Media Technologies,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.3195,Dr Mohammad Swash,0.2267,DISPLACED_BY_QUOTA,3,0.0929,"Assigned Dr Mohammad Swash (Rank #4, Relevance: 0.2267) under Institutional Workload Policy."
SO3625,"Cities, Culture and Social Change","Department of Social Sciences, Media and Communications",taught_academic,Professor Monica Degen,0.4289,Professor Monica Degen,0.4289,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Monica Degen assigned as Rank #1 subject expert (Relevance score: 0.4289).
CY2610,Mental Health and Offending,Department of Social and Political Sciences,taught_academic,Dr Matthew Cracknell,0.2648,Dr Rachel Stuart,0.2578,DISPLACED_BY_QUOTA,1,0.0071,"Assigned Dr Rachel Stuart (Rank #2, Relevance: 0.2578) under Institutional Workload Policy."
N/A,Linear Algebra and its Applications,Department of Electronic and Computer Engineering,taught_academic,Professor Nila Nilavalan,0.1857,Dr Shaoqing Hu,0.1708,DISPLACED_BY_QUOTA,2,0.0149,"Assigned Dr Shaoqing Hu (Rank #3, Relevance: 0.1708) under Institutional Workload Policy."
CY5607,Crime Science for Investigators,Department of Social and Political Sciences,taught_academic,Dr Anamika Twyman-Ghoshal,0.332,Dr Ebony Reid,0.2893,DISPLACED_BY_QUOTA,1,0.0427,"Assigned Dr Ebony Reid (Rank #2, Relevance: 0.2893) under Institutional Workload Policy."
N/A,"Issues in Physical Activity, Health and Wellbeing",Department of Life Sciences,taught_academic,Dr Rebecca Hings,0.5658,Dr Daniel Bailey,0.5332,DISPLACED_BY_QUOTA,2,0.0326,"Assigned Dr Daniel Bailey (Rank #3, Relevance: 0.5332) under Institutional Workload Policy."
OT3603,Professionalism and the Developing Occupational Therapist 2: Leadership and Entrepreneurial practice,Department of Health Sciences,taught_academic,Ms Tai Frater,0.3984,Professor Meriel Norris,0.3674,DISPLACED_BY_QUOTA,1,0.031,"Assigned Professor Meriel Norris (Rank #2, Relevance: 0.3674) under Institutional Workload Policy."
ME5511,Building Management and Control Systems,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Ali Badiei,0.2457,Dr Ali Badiei,0.2457,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Ali Badiei assigned as Rank #1 subject expert (Relevance score: 0.2457).
EN3627,Author Study: Jane Austen,Department of Arts and Humanities,taught_academic,Dr Emily Horton,0.3171,Dr Jessica Cox,0.3098,DISPLACED_BY_QUOTA,1,0.0073,"Assigned Dr Jessica Cox (Rank #2, Relevance: 0.3098) under Institutional Workload Policy."
EE5603,Digital Design,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.3632,Dr Mohammed Elsouri,0.3632,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mohammed Elsouri assigned as Rank #1 subject expert (Relevance score: 0.3632).
MG5577,International and Comparative Human Resource Management,Brunel Business School,taught_academic,Dr Sabeen Ahmad,0.3227,Dr Meltem Yavuz Sercekman,0.2706,DISPLACED_BY_QUOTA,3,0.0521,"Assigned Dr Meltem Yavuz Sercekman (Rank #4, Relevance: 0.2706) under Institutional Workload Policy."
MG5624,Digital Marketing,Brunel Business School,taught_academic,Dr Lalnunpuia Samuel,0.3178,Dr Dongmei Zha,0.2695,DISPLACED_BY_QUOTA,3,0.0483,"Assigned Dr Dongmei Zha (Rank #4, Relevance: 0.2695) under Institutional Workload Policy."
MU1619,Collaboration & Events Management,Department of Arts and Humanities,taught_academic,Dr Emily Baines,0.3367,Dr Emily Baines,0.3367,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Emily Baines assigned as Rank #1 subject expert (Relevance score: 0.3367).
DM5702,Professional Design Studio,Department of Life Sciences,taught_academic,Professor David Tree,0.1759,Dr James Winters,0.172,DISPLACED_BY_QUOTA,3,0.0039,"Assigned Dr James Winters (Rank #4, Relevance: 0.1720) under Institutional Workload Policy."
SP36EE,"Advanced Biomechanics of Sport, Exercise and Physical Activity",Department of Life Sciences,taught_academic,Dr Amir Mohagheghi,0.4319,Dr Amir Mohagheghi,0.4319,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Amir Mohagheghi assigned as Rank #1 subject expert (Relevance score: 0.4319).
PH2602,Musculoskeletal II Upper Quadrant,Department of Health Sciences,taught_academic,Dr Amanda Ager,0.4045,Dr Amanda Ager,0.4045,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Amanda Ager assigned as Rank #1 subject expert (Relevance score: 0.4045).
EC2608,Corporate Investment,"Department of Economics, Finance and Accounting",taught_academic,Professor Stylianos Asimakopoulos,0.3762,Dr Bryan Mase,0.3434,DISPLACED_BY_QUOTA,1,0.0328,"Assigned Dr Bryan Mase (Rank #2, Relevance: 0.3434) under Institutional Workload Policy."
BB3741,Epidemiology and Disease Prevention,Department of Life Sciences,taught_academic,Dr Raha Pazoki,0.381,Dr Raha Pazoki,0.381,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Raha Pazoki assigned as Rank #1 subject expert (Relevance score: 0.3810).
MG5596,Strategic Management,Brunel Business School,taught_academic,Dr Cristina Stoian,0.316,Dr Abrahim Althonayan,0.3045,DISPLACED_BY_QUOTA,2,0.0116,"Assigned Dr Abrahim Althonayan (Rank #3, Relevance: 0.3045) under Institutional Workload Policy."
MU2636,Composing 2: Music for Media and Working with Players,Department of Arts and Humanities,taught_academic,Dr Brent Ferguson,0.3409,Dr Brent Ferguson,0.3409,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Brent Ferguson assigned as Rank #1 subject expert (Relevance score: 0.3409).
PP2638,Theories of International Relations,Department of Social and Political Sciences,taught_academic,Dr Anneleen Kenis,0.2992,Dr Anneleen Kenis,0.2992,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Anneleen Kenis assigned as Rank #1 subject expert (Relevance score: 0.2992).
MG2633,Economics for Business and Management,Brunel Business School,taught_academic,Dr Cristina Stoian,0.3659,Dr Qi Ai,0.3415,DISPLACED_BY_QUOTA,2,0.0244,"Assigned Dr Qi Ai (Rank #3, Relevance: 0.3415) under Institutional Workload Policy."
PH5698,Integrating Musculoskeletal Ultrasound into Practice in the Foot and Ankle,Department of Health Sciences,taught_academic,Mr Arturo Lawson,0.4214,Dr Georgia Spiliotopoulou,0.2357,DISPLACED_BY_QUOTA,4,0.1857,"Assigned Dr Georgia Spiliotopoulou (Rank #5, Relevance: 0.2357) under Institutional Workload Policy."
EC5631,Finance Workshop,"Department of Economics, Finance and Accounting",taught_academic,Professor Stylianos Asimakopoulos,0.4447,Professor Stylianos Asimakopoulos,0.4447,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Stylianos Asimakopoulos assigned as Rank #1 subject expert (Relevance score: 0.4447).
CW2606,Life Writing I,Department of Arts and Humanities,taught_academic,Dr Jessica Cox,0.2833,Dr Jessica Cox,0.2833,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Jessica Cox assigned as Rank #1 subject expert (Relevance score: 0.2833).
PX3615,Slavery and Abolition in the Atlantic World,Department of Social and Political Sciences,taught_academic,Dr Inge Dornan,0.4616,Dr Inge Dornan,0.4616,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Inge Dornan assigned as Rank #1 subject expert (Relevance score: 0.4616).
SP2613,Developing Research Methods and Data Analysis Skills,Department of Life Sciences,taught_academic,Dr Sofia Barbosa Boucas,0.3303,Dr Michelle Kline,0.3236,DISPLACED_BY_QUOTA,1,0.0067,"Assigned Dr Michelle Kline (Rank #2, Relevance: 0.3236) under Institutional Workload Policy."
MG5XXX,Brand Management in the Age of AI,Brunel Business School,taught_academic,Dr Syed Muhammad,0.4535,Dr Ezgi Merdin Uygur,0.4363,DISPLACED_BY_QUOTA,1,0.0171,"Assigned Dr Ezgi Merdin Uygur (Rank #2, Relevance: 0.4363) under Institutional Workload Policy."
N/A,Environmental Monitoring and Pollution,Department of Civil and Environmental Engineering,taught_academic,Dr Eleni Iacovidou,0.3163,Dr Theodoros Giakoumis,0.3131,DISPLACED_BY_QUOTA,1,0.0032,"Assigned Dr Theodoros Giakoumis (Rank #2, Relevance: 0.3131) under Institutional Workload Policy."
CE5,Climate Change and the Environment,Department of Civil and Environmental Engineering,taught_academic,Dr Abiy S. Kebede,0.4925,Dr Muhammad Shahid,0.4601,DISPLACED_BY_QUOTA,1,0.0325,"Assigned Dr Muhammad Shahid (Rank #2, Relevance: 0.4601) under Institutional Workload Policy."
SP26HH,"Sport, Social Issues and Video Production",Department of Life Sciences,taught_academic,Dr Laura Hills,0.4943,Miss Sara Horne,0.4081,DISPLACED_BY_QUOTA,2,0.0862,"Assigned Miss Sara Horne (Rank #3, Relevance: 0.4081) under Institutional Workload Policy."
SA2625,"South Asia: Cultures, Societies and Development","Department of Social Sciences, Media and Communications",taught_academic,Dr Luke Heslop,0.479,Dr Luke Heslop,0.479,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Luke Heslop assigned as Rank #1 subject expert (Relevance score: 0.4790).
N/A,Aerospace Structures,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Mayo Adetoro,0.3792,Dr Mayo Adetoro,0.3792,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mayo Adetoro assigned as Rank #1 subject expert (Relevance score: 0.3792).
MG3629,Gender and Organisations,Department of Life Sciences,taught_academic,Dr Laura Hills,0.2863,Dr Lora Adair,0.2751,DISPLACED_BY_QUOTA,1,0.0112,"Assigned Dr Lora Adair (Rank #2, Relevance: 0.2751) under Institutional Workload Policy."
MB5607,Business Research and Analytics,Brunel Business School,taught_academic,Dr Amir Ashrafi,0.3178,Dr Nick Yip,0.301,DISPLACED_BY_QUOTA,1,0.0168,"Assigned Dr Nick Yip (Rank #2, Relevance: 0.3010) under Institutional Workload Policy."
EE5633,Smart Grid Operation and Management,Department of Electronic and Computer Engineering,taught_academic,Dr Ioana Pisica,0.4139,Dr Ioana Pisica,0.4139,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Ioana Pisica assigned as Rank #1 subject expert (Relevance score: 0.4139).
MA3613,Data Science Project,Department of Mathematics,taught_academic,Dr Sarah Cang,0.1856,Dr Igor Smolyarenko,0.1411,DISPLACED_BY_QUOTA,3,0.0446,"Assigned Dr Igor Smolyarenko (Rank #4, Relevance: 0.1411) under Institutional Workload Policy."
BB37XX,Haematology and Transfusion Science,Department of Life Sciences,taught_academic,Dr Steven Smith,0.3414,Dr Steven Smith,0.3414,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Steven Smith assigned as Rank #1 subject expert (Relevance score: 0.3414).
CO3617,"Digital Media, Social Movements and Change","Department of Social Sciences, Media and Communications",taught_academic,Dr Billur Ozgul,0.4181,Dr Billur Ozgul,0.4181,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Billur Ozgul assigned as Rank #1 subject expert (Relevance score: 0.4181).
PX2XXB,Struggles for Emancipation,Department of Social and Political Sciences,taught_academic,Dr Inge Dornan,0.3537,Dr Inge Dornan,0.3537,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Inge Dornan assigned as Rank #1 subject expert (Relevance score: 0.3537).
N/A,Integrated Water Resource Management,Department of Civil and Environmental Engineering,taught_academic,Dr Muhammad Shahid,0.486,Dr Muhammad Shahid,0.486,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Muhammad Shahid assigned as Rank #1 subject expert (Relevance score: 0.4860).
LX3628,Environmental Law and Policy,Department of Social and Political Sciences,taught_academic,Dr Anneleen Kenis,0.3237,Dr Anneleen Kenis,0.3237,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Anneleen Kenis assigned as Rank #1 subject expert (Relevance score: 0.3237).
PH3607,Health Across the Lifespan,Department of Health Sciences,taught_academic,Dr Sayem Ahmed,0.4326,Dr Sayem Ahmed,0.4326,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Sayem Ahmed assigned as Rank #1 subject expert (Relevance score: 0.4326).
MU1DDD,Musicianship (B),Department of Arts and Humanities,taught_academic,Dr Emily Baines,0.3051,Dr Emily Baines,0.3051,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Emily Baines assigned as Rank #1 subject expert (Relevance score: 0.3051).
MU2634,Musicology 2: Technology through Time,Department of Arts and Humanities,taught_academic,Dr Brent Ferguson,0.3163,Dr Brent Ferguson,0.3163,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Brent Ferguson assigned as Rank #1 subject expert (Relevance score: 0.3163).
FM2636,Animation,Department of Arts and Humanities,taught_academic,Dr Mariza Dima,0.1732,Dr Mariza Dima,0.1732,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mariza Dima assigned as Rank #1 subject expert (Relevance score: 0.1732).
N/A,Technical Design Applications,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.399,Dr Damon Daylamani-Zad,0.2725,DISPLACED_BY_QUOTA,4,0.1265,"Assigned Dr Damon Daylamani-Zad (Rank #5, Relevance: 0.2725) under Institutional Workload Policy."
MG5611,Current Issues in Accounting,Brunel Business School,taught_academic,Dr Radha Shiwakoti,0.3447,Dr Ambrose Egwuonwu,0.2847,DISPLACED_BY_QUOTA,2,0.06,"Assigned Dr Ambrose Egwuonwu (Rank #3, Relevance: 0.2847) under Institutional Workload Policy."
FM5605,Public Relations and Media Strategies Major Project 2,"Department of Social Sciences, Media and Communications",independent_project_placement,Dr Billur Ozgul,0.3173,Dr Billur Ozgul,0.3173,EXEMPT,0,0.0,Exempt unit: 'Dr Billur Ozgul' assigned as academic supervisor / dissertation coordinator.
MG5589,Global Outsourcing,Brunel Business School,taught_academic,Dr Cristina Stoian,0.3546,Dr Rebecca Yu Li,0.3012,DISPLACED_BY_QUOTA,2,0.0534,"Assigned Dr Rebecca Yu Li (Rank #3, Relevance: 0.3012) under Institutional Workload Policy."
BB36YY,Integrated Pathobiology,Department of Life Sciences,taught_academic,Professor Alex Blakemore,0.3339,Professor Alex Blakemore,0.3339,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Alex Blakemore assigned as Rank #1 subject expert (Relevance score: 0.3339).
N/A,"Engineering Science, Systems and Society",Department of Electronic and Computer Engineering,taught_academic,Dr Ioana Pisica,0.3105,Professor Gareth Taylor,0.2936,DISPLACED_BY_QUOTA,1,0.0169,"Assigned Professor Gareth Taylor (Rank #2, Relevance: 0.2936) under Institutional Workload Policy."
ME5555,Engineering Finance and Accounting,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Susan Grant,0.206,Dr Susan Grant,0.206,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Susan Grant assigned as Rank #1 subject expert (Relevance score: 0.2060).
MG5661,Professional Consultancy in Business Intelligence and Social Media,Brunel Business School,taught_academic,Dr Xiaoqing Li,0.3112,Dr Xiaoqing Li,0.3112,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Xiaoqing Li assigned as Rank #1 subject expert (Relevance score: 0.3112).
CE26BB,Professional Engineering Skills - Surveying and Site Investigation,Department of Civil and Environmental Engineering,taught_academic,Dr Ruoyu Jin,0.3731,Dr Lee Hosking,0.3293,DISPLACED_BY_QUOTA,1,0.0438,"Assigned Dr Lee Hosking (Rank #2, Relevance: 0.3293) under Institutional Workload Policy."
PY2610,Developmental Psychology,Department of Life Sciences,taught_academic,Dr Nicole Wen,0.4684,Dr Nicole Wen,0.4684,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Nicole Wen assigned as Rank #1 subject expert (Relevance score: 0.4684).
